ID,min_distances,ref_min_distances,stenosis_min_squared_fd,stenosis_min_squared_sd,stenosis_ratio_min,stenosis_ratio_min_squared,stenosis_ratio_min_squared_fd,stenosis_ratio_min_squared_sd,avg_radius,ref_avg_radius,stenosis_ratio_avg
43.5,2.0718711349888603,2.4292035205752676,-0.27449079672923693,-0.27449079672923693,0.14709857883862532,0.02163799189634327,0.02124051697051134,-0.0035620875912994528,2.8232320573653245,2.9302041134748738,0.036506690990442014
44.0,1.9434569714814884,2.448015721103828,0.01773658265474931,0.01773658265474931,0.20610927669812118,0.04248103394102268,-0.0023846399154693106,-0.020100921624855918,2.6250844012129795,2.9442936290877872,0.10841623427813696
44.5,2.107344300298359,2.4218996761016305,0.13463379669661668,0.13463379669661668,0.12987960604115123,0.016868712065404648,-0.0189613262792005,-0.0010599749815032185,2.605478711973983,2.911321215866506,0.10505282008240857
45.0,2.212724564874722,2.3729351468531714,0.00021055205254549847,0.00021055205254549847,0.06751578617346965,0.004558381382621676,-0.004504589878475748,0.00834106779394483,2.583435976999458,2.862359798491245,0.09744540907778554
45.5,2.10776540440345,2.312804809733522,0.09421570336780904,0.09421570336780904,0.08865400334137852,0.007859532308453153,-0.002279190691310838,0.004175379090722027,2.511219522331981,2.821965098986049,0.11011673275680178
46.0,2.40115597161034,2.2611350448068754,-0.07851738602527047,-0.07851738602527047,0.0,0.0,0.0038461683029683063,0.00349537882368874,2.678072742161265,2.7810748810948427,0.03703680890930494
46.5,1.950730632352909,2.2286604917569526,-0.19940055397802703,-0.19940055397802703,0.12470713257223809,0.015551868914389765,0.004711566956066642,0.0030920986174576104,2.470051270284682,2.7666059997515084,0.10719080689243876
47.0,2.002354863654286,2.2176261003945177,-0.06871281935090567,-0.06871281935090567,0.0970728278774925,0.009423133912133284,0.010030365537883527,0.03045912757793369,2.4065490606476043,2.756725135266103,0.12702611157666133
47.5,1.8133049936510977,2.235096846239859,-0.1703420088942984,-0.1703420088942984,0.1887130095943489,0.03561259999015682,0.06562982211193402,0.02557319580975364,2.250462417150873,2.745687882513937,0.18036480712790925
48.0,1.661670845865689,2.6590010682608525,-0.11661294085382268,-0.11661294085382268,0.3750770296032554,0.14068277813600133,0.06117675715739081,-0.032682700266797995,2.2951515779334035,3.228855199910846,0.28917482022830365
